118,200013.4891,42597,-14.02,-8.32,1.57,118.4,118,2,10,1
119,200013.6026,42694,-12.52,-11.37,3.44,113.64,114,5,10,1
120,200013.6541,42796,-11.28,-10.88,3.03,103.86,104,10,10,1
121,200013.7781,42897,-12.63,-12.81,1.84,118.18,118,3,10,1
122,200013.9117,42996,-11.17,-5.65,2.03,119.76,120,3,10,1
123,200013.9569,43097,-6.26,-4.9,4.38,110.5,111,8,10,1
124,200014.0903,43195,-4.23,-5.26,1.47,110.72,111,8,10,1
125,200014.201,43296,-4.85,-2.46,1.92,121.86,122,3,10,1
126,200014.2607,43391,-9.12,-7.09,4.19,108.12,108,10,10,1
127,200014.382,43495,-7.88,-11.72,2.22,112.04,112,8,10,1
128,200014.5659,43597,-7.43,-11.05,1.8,116.88,117,6,10,1
129,200014.6845,43797,-7.66,-5.58,2.38,117.46,117,6,10,1
130,200014.7988,43897,-5.76,-12.36,1.5,120.6,121,5,10,1
131,200014.8643,43996,-5.32,-11.08,3.8,113.12,113,9,10,1
132,200015.0423,44097,-5.65,-6.45,2.54,111,111,10,10,1
133,200015.0988,44191,-3.98,-11.63,1.49,128.04,128,2,10,1
134,200015.1612,44296,-11.65,-14.88,3.67,114.8,115,9,10,1
135,200015.2806,44397,-14.09,-14.86,2.9,114.7,115,9,10,1
136,200015.408,44494,-16.15,-14.93,1.82,115.08,115,9,10,1
137,200015.4643,44596,-16.43,-8.76,3.73,117.82,118,8,10,1
138,200015.5854,44697,-10.69,-6.26,2.55,119.82,120,7,10,1
139,200015.6993,44794,-0.18,1.03,2.18,122.4,122,6,10,1
140,200015.7639,44896,-1.24,-0.98,3.54,112.78,113,11,10,1
141,200015.8849,44998,-0.05,-4.16,2.27,124.76,125,5,10,1
142,200016.0063,45098,6.03,0.5,2.22,121.68,122,7,10,1
143,200016.0653,45192,4.09,1.75,3.87,117.92,118,9,10,1
144,200016.191,45298,-1.44,-4.56,2.06,124.18,124,6,10,1
145,200016.3106,45397,-4.86,-1.05,2.96,120.66,121,8,10,1
146,200016.3593,45498,-6.81,-4.98,3.5,118.58,119,9,10,1
147,200016.4866,45597,-7.81,-2.13,1.67,116.76,117,10,10,1
148,200016.5939,45698,-4.57,5.87,3.36,116.76,117,10,10,1
149,200016.6591,45791,1.58,4.31,2.57,116.76,117,10,10,1
150,200016.7773,45898,-3.67,-0.04,1.99,121.1,121,8,10,1
151,200016.8992,45991,-4.99,-4.93,3.35,121.62,122,8,10,1
152,200016.9524,46098,1.13,-5.13,2.21,115.6,116,11,10,1
153,200017.0861,46197,4.39,0.77,2.84,120.22,120,9,10,1
154,200017.209,46296,10.74,4.28,2.97,112.2,112,13,10,1
155,200017.2551,46395,8.19,-3.46,2.39,128.44,128,5,10,1
156,200017.3887,46497,-0.12,-7.33,2.86,122.96,123,8,10,1
157,200017.4942,46591,-3.59,-10.64,2.72,118.96,119,10,10,1
158,200017.5653,46695,0.94,-3.66,2.3,123.32,123,8,10,1
159,200017.6875,46793,10.82,-0.49,3.27,119.74,120,10,10,1
160,200017.8059,46897,10.12,5.45,1.83,130,130,5,10,1
161,200017.8529,46997,0.64,1.87,2.71,122.52,123,9,10,1
162,200017.9887,47095,-11.6,-7.15,3.16,120.76,121,10,10,1
163,200018.1009,47196,-12.93,-10.42,2.14,125.02,125,8,10,1
164,200018.1599,47297,-7.94,-8.26,3.52,121.24,121,10,10,1
165,200018.2968,47392,-3.83,-3.99,2.18,129.56,130,6,10,1
166,200018.3951,47497,-6.05,-0.9,3,126.16,126,8,10,1
167,200018.4591,47597,-10.66,-9.63,3.54,126.32,126,8,10,1
168,200018.5852,47697,-7.02,-8.43,2.44,130.58,131,6,10,1
169,200018.7119,47797,-8.94,-4.26,3.9,125.02,125,9,10,1
170,200018.7526,47897,-15.01,-11.68,2.55,123.1,123,10,10,1
171,200018.8864,47997,-8.02,-3.16,3.43,123.34,123,10,10,1
172,200019.0115,48091,-4,1.75,3.04,121.18,121,11,10,1
173,200019.0639,48192,-8.1,-7.03,2.84,131.5,132,6,10,1
174,200019.2415,48297,-12.99,-10.87,3.39,127.92,128,8,10,1
175,200019.296,48391,-4.8,-3.07,2.97,128.08,128,8,10,1
176,200019.3569,48494,-5.48,-8.9,2.79,132.6,133,6,10,1
177,200019.5509,48596,-3.81,-7.97,3.32,122.58,123,11,10,1
178,200019.5969,48697,-12.93,-11.37,2.6,128.92,129,8,10,1
179,200019.6574,48794,-3.24,-3.57,3.27,125.2,125,10,10,1
180,200019.7905,48896,-2.89,-6.99,3.03,127.34,127,9,10,1
181,200019.8983,48997,-2.99,-7.12,2.91,125.56,126,10,10,1
182,200019.9562,49096,0.93,-5.85,3.49,123.68,124,11,10,1
183,200020.0806,49194,-3.25,-11.68,2.63,131.8,132,7,10,1
184,200020.2109,49298,-1.23,-8.57,3.47,130.3,130,8,10,1
185,200020.3168,49398,-1.43,-11.68,2.73,126.4,126,10,10,1
186,200020.38,49498,5.49,-4.73,3.01,128.42,128,9,10,1
187,200020.5096,49598,2.21,-6.25,3.29,134.74,135,6,10,1
188,200020.5568,49691,2,-8.92,2.73,128.52,129,9,10,1
189,200020.6918,49797,-1.98,-9.21,3.26,126.94,127,10,10,1
190,200020.8095,49898,-4.13,-14.03,2.63,131.08,131,8,10,1
191,200020.8552,49994,-0.68,-8.67,3.07,131.54,132,8,10,1
192,200020.9852,50096,-10.59,-13.34,3.05,129.56,130,9,10,1
193,200021.1099,50197,-7.33,-9.31,2.61,131.74,132,8,10,1
194,200021.1557,50294,-9.29,-11.53,3.36,125.6,126,11,10,1
195,200021.2869,50395,-2.15,-5.9,2.16,129.98,130,9,10,1
196,200021.4114,50491,-9.04,-6.9,3.52,126.16,126,11,10,1
197,200021.4558,50594,-1.95,-6.69,2.33,126.02,126,11,10,1
198,200021.5865,50692,-6.84,-3.34,2.73,134.2,134,7,10,1
199,200021.7038,50793,-8.8,-10.38,2.96,128.26,128,10,10,1
200,200021.7523,50897,-3.7,-2.14,2.05,128.5,129,10,10,1
201,200021.8854,50996,-6.56,-7.22,3.44,130.76,131,9,10,1
202,200021.998,51097,-3.19,-3.65,2.08,128.92,129,10,10,1
203,200022.0621,51195,-10.28,-10.97,3.28,129.04,129,10,10,1
204,200022.1833,51297,-3.74,-6.27,2.2,127.02,127,11,10,1
205,200022.3177,51397,-9.4,-7.48,3.06,131.02,131,9,10,1
206,200022.3606,51493,-14.26,-12.11,2.47,133.52,134,8,10,1
207,200022.4819,51595,-8.19,-10.1,3.28,131.66,132,9,10,1
208,200022.6093,51696,-14.99,-12.05,2.41,129.76,130,10,10,1
209,200022.6767,51797,-7.19,-4.96,3.28,127.82,128,11,10,1
210,200022.7814,51897,-10.21,-9.61,2.6,136.06,136,7,10,1
211,200022.9099,51994,-6.7,-6.86,3.17,134.5,135,8,10,1
212,200022.9602,52097,-9.89,-11.97,2.78,130.48,130,10,10,1
213,200023.0768,52199,-8.53,-7.38,2.75,130.78,131,10,10,1
214,200023.2007,52297,-6.88,-9.49,3.61,131.08,131,10,10,1
215,200023.2536,52396,-11.11,-10.96,2.23,131.08,131,10,10,1
216,200023.442,52497,-10.72,-9.8,3.21,135.78,136,8,10,1
217,200023.4983,52595,-9,-7.68,2.97,134.08,134,9,10,1
218,200023.5608,52694,-3.97,-5.9,2.98,130.1,130,11,10,1
219,200023.676,52796,-6.12,-8.84,3.09,136.26,136,8,10,1
220,200023.7981,52897,-6.16,-9.95,2.82,132.46,132,10,10,1
221,200023.8577,52991,-7.42,-5.27,2.99,134.46,134,9,10,1
222,200023.9835,53094,-3.28,-7.44,2.95,138.34,138,7,10,1
223,200024.112,53197,-7.76,-9.07,2.83,136.78,137,8,10,1
224,200024.1574,53297,-8.07,-8.06,3,136.88,137,8,10,1
225,200024.2874,53398,-3.37,-5.78,2.73,134.96,135,9,10,1
226,200024.4025,53498,-7.07,-10.3,2.73,133.06,133,10,10,1
227,200024.4583,53598,-5.24,-7.87,3.22,139.66,140,7,10,1
228,200024.5907,53692,-1.07,-5.43,2.76,139.66,140,7,10,1
229,200024.7033,53798,-4.42,-9.15,3.15,137.86,138,8,10,1
230,200024.7595,53893,-5.86,-10.46,2.93,140.44,140,7,10,1
231,200024.8902,53998,-12.65,-10.28,2.99,132.84,133,11,10,1
232,200024.999,54096,-11.42,-10.5,3.16,134.8,135,10,10,1
233,200025.0655,54194,-6.71,-6.83,3,136.92,137,9,10,1
234,200025.192,54296,-2.75,-7.54,3.2,130.76,131,12,10,1
235,200025.3059,54397,-9.17,-7.68,2.54,132.76,133,11,10,1
236,200025.3631,54494,-7.04,-9.64,3.47,139.1,139,8,10,1
237,200025.4799,54596,-4.04,-4.73,2.39,139.32,139,8,10,1
238,200025.6061,54697,-0.15,-4.22,3.84,133.42,133,11,10,1
239,200025.6654,54793,-2.98,-7.25,2.3,141.82,142,7,10,1
240,200025.7882,54897,-5.81,-9.62,3.81,138.14,138,9,10,1
241,200025.901,54995,-11.62,-10.59,2.98,138.16,138,9,10,1
242,200025.9586,55097,-9.61,-11.38,3.43,136,136,10,10,1
243,200026.0861,55195,-2.7,-8.52,2.73,142.12,142,7,10,1
244,200026.2036,55297,-6.64,-10,3.59,134.26,134,11,10,1
245,200026.2551,55391,-7.29,-11.85,2.79,136.24,136,10,10,1
246,200026.3807,55493,-7.39,-9.25,3.26,138.44,138,9,10,1
247,200026.5001,55597,-6.03,-9.57,2.81,140.44,140,8,10,1
248,200026.5637,55697,-4.52,-6.78,3.3,144.78,145,6,10,1
249,200026.6886,55796,-5.22,-8.33,3.04,130.72,131,13,10,1
250,200026.8018,55897,-7.1,-10.25,2.73,142.66,143,7,10,1
251,200026.8578,55991,-8.51,-7.69,3.26,139.02,139,9,10,1
252,200026.9816,56096,-6.79,-8.48,2.74,145.04,145,6,10,1
253,200027.0959,56197,-9.98,-9.43,3.31,135.46,135,11,10,1
254,200027.162,56294,-6.47,-6.74,2.8,141.68,142,8,10,1
255,200027.2904,56395,-7.04,-9.65,3.39,136.08,136,11,10,1
256,200027.4041,56497,-7.88,-10.13,2.9,138.04,138,10,10,1
257,200027.4653,56596,-8.36,-8.6,3.22,142.16,142,8,10,1
